species,country,date,anomaly
Ludwigia grandiflora,NL,2019-04-21,Yes
Ludwigia grandiflora,NL,2019-12-29,Yes
Ludwigia grandiflora,NL,2021-08-29,Yes
Ludwigia grandiflora,PT,2017-07-23,Yes
Ludwigia grandiflora,PT,2018-12-16,Yes
Ludwigia grandiflora,PT,2022-09-18,Yes
Ludwigia grandiflora,RO,2020-02-09,Yes
Ludwigia grandiflora,RO,2020-11-29,Yes
Ludwigia grandiflora,SE,2018-05-27,Yes
Ludwigia grandiflora,SI,2016-09-25,Yes
Ludwigia grandiflora,SI,2018-08-12,Yes
Ludwigia grandiflora,SI,2020-03-22,Yes
Ludwigia grandiflora,SK,2020-08-30,Yes
Ludwigia peploides,AT,2020-04-05,Yes
Ludwigia peploides,BE,2021-02-07,Yes
Ludwigia peploides,BE,2023-01-15,Yes
Ludwigia peploides,BG,2017-07-23,Yes
Ludwigia peploides,CY,2017-06-18,Yes
Ludwigia peploides,CZ,2017-05-14,Yes
Ludwigia peploides,CZ,2017-09-17,Yes
Ludwigia peploides,CZ,2018-07-08,Yes
Ludwigia peploides,CZ,2023-04-23,Yes
Ludwigia peploides,DE,2023-03-26,Yes
Ludwigia peploides,DE,2024-01-21,Yes
Ludwigia peploides,EE,2016-06-12,Yes
Ludwigia peploides,EE,2021-04-11,Yes
Ludwigia peploides,EE,2024-08-25,Yes
Ludwigia peploides,ES,2020-06-14,Yes
Ludwigia peploides,ES,2024-05-19,Yes
Ludwigia peploides,ES,2024-06-23,Yes
Ludwigia peploides,FI,2016-05-29,Yes
Ludwigia peploides,FR,2019-01-27,Yes
Ludwigia peploides,FR,2020-06-28,Yes
Ludwigia peploides,FR,2022-04-03,Yes
Ludwigia peploides,FR,2023-09-03,Yes
Ludwigia peploides,GB,2022-02-27,Yes
Ludwigia peploides,GB,2023-02-19,Yes
Ludwigia peploides,GB,2023-04-16,Yes
Ludwigia peploides,GR,2017-05-14,Yes
Ludwigia peploides,HR,2019-02-17,Yes
Ludwigia peploides,HR,2019-09-29,Yes
Ludwigia peploides,HR,2024-05-26,Yes
Ludwigia peploides,HU,2019-01-13,Yes
Ludwigia peploides,HU,2019-06-23,Yes
Ludwigia peploides,HU,2021-01-24,Yes
Ludwigia peploides,HU,2023-06-04,Yes
Ludwigia peploides,IE,2018-05-13,Yes
Ludwigia peploides,IE,2020-09-27,Yes
Ludwigia peploides,IE,2020-11-22,Yes
Ludwigia peploides,IT,2016-05-08,Yes
Ludwigia peploides,IT,2022-11-27,Yes
Ludwigia peploides,IT,2024-09-08,Yes
Ludwigia peploides,LT,2017-08-06,Yes
Ludwigia peploides,LT,2018-09-23,Yes
Ludwigia peploides,LT,2023-01-08,Yes
Ludwigia peploides,LV,2019-02-10,Yes
Ludwigia peploides,LV,2020-05-10,Yes
Ludwigia peploides,MT,2022-11-13,Yes
Ludwigia peploides,NL,2019-04-21,Yes
Ludwigia peploides,PL,2021-09-12,Yes
Ludwigia peploides,PT,2018-03-04,Yes
Ludwigia peploides,PT,2019-08-04,Yes
Ludwigia peploides,RO,2018-02-04,Yes
Ludwigia peploides,SE,2016-01-24,Yes
Ludwigia peploides,SE,2016-05-01,Yes
Ludwigia peploides,SE,2018-03-18,Yes
Ludwigia peploides,SI,2018-04-22,Yes
Ludwigia peploides,SI,2021-09-12,Yes
Ludwigia peploides,SK,2018-06-10,Yes
Ludwigia peploides,SK,2020-09-27,Yes
Ludwigia peploides,SK,2021-07-25,Yes
Ludwigia peploides,SK,2023-10-01,Yes
Lygodium japonicum,BG,2020-08-02,Yes
Lygodium japonicum,BG,2020-10-11,Yes
Lygodium japonicum,CY,2021-05-30,Yes
Lygodium japonicum,CZ,2016-07-24,Yes
Lygodium japonicum,DK,2016-05-01,Yes
Lygodium japonicum,DK,2024-09-08,Yes
Lygodium japonicum,EE,2016-11-20,Yes
Lygodium japonicum,ES,2020-02-23,Yes
Lygodium japonicum,ES,2020-06-14,Yes
Lygodium japonicum,FI,2021-08-22,Yes
Lygodium japonicum,FR,2016-09-18,Yes
Lygodium japonicum,FR,2018-12-16,Yes
Lygodium japonicum,FR,2020-01-26,Yes
Lygodium japonicum,GB,2016-09-18,Yes
Lygodium japonicum,GB,2020-06-07,Yes
Lygodium japonicum,GR,2024-06-16,Yes
Lygodium japonicum,HR,2018-05-06,Yes
Lygodium japonicum,HU,2023-11-26,Yes
Lygodium japonicum,HU,2024-09-29,Yes
Lygodium japonicum,IE,2020-08-09,Yes
Lygodium japonicum,IT,2021-05-30,Yes
Lygodium japonicum,IT,2023-09-17,Yes
Lygodium japonicum,LT,2018-01-28,Yes
Lygodium japonicum,LT,2022-11-13,Yes
Lygodium japonicum,LV,2019-07-21,Yes
Lygodium japonicum,LV,2023-01-08,Yes
Lygodium japonicum,MT,2017-08-06,Yes
Lygodium japonicum,MT,2022-03-27,Yes
Lygodium japonicum,PL,2016-09-11,Yes
Lygodium japonicum,PL,2019-08-25,Yes
Lygodium japonicum,PL,2022-08-21,Yes
Lygodium japonicum,PL,2023-09-03,Yes
Lygodium japonicum,PT,2018-11-04,Yes
Lygodium japonicum,PT,2022-11-13,Yes
Lygodium japonicum,RO,2020-12-27,Yes
Lygodium japonicum,SE,2020-02-16,Yes
Lygodium japonicum,SI,2016-07-17,Yes
Lygodium japonicum,SI,2022-09-04,Yes
Lygodium japonicum,SI,2024-12-01,Yes
Lygodium japonicum,SK,2019-09-01,Yes
Lygodium japonicum,SK,2020-03-22,Yes
Lygodium japonicum,SK,2022-06-26,Yes
Lysichiton americanus,BE,2023-05-14,Yes
Lysichiton americanus,BE,2023-07-30,Yes
Lysichiton americanus,CY,2018-08-19,Yes
Lysichiton americanus,CY,2019-04-21,Yes
Lysichiton americanus,CZ,2016-09-11,Yes
Lysichiton americanus,CZ,2020-03-15,Yes
Lysichiton americanus,DE,2020-05-03,Yes
Lysichiton americanus,DE,2021-05-16,Yes
Lysichiton americanus,DE,2023-04-16,Yes
Lysichiton americanus,DK,2016-07-31,Yes
Lysichiton americanus,DK,2018-07-01,Yes
Lysichiton americanus,EE,2020-09-20,Yes
Lysichiton americanus,EE,2020-12-20,Yes
Lysichiton americanus,EE,2024-05-05,Yes
Lysichiton americanus,ES,2016-07-03,Yes
Lysichiton americanus,ES,2017-08-27,Yes
Lysichiton americanus,ES,2017-10-22,Yes
Lysichiton americanus,ES,2022-07-10,Yes
Lysichiton americanus,FI,2016-07-31,Yes
Lysichiton americanus,FI,2019-05-26,Yes
Lysichiton americanus,FI,2021-08-15,Yes
Lysichiton americanus,FI,2023-06-04,Yes
Lysichiton americanus,FR,2016-03-27,Yes
Lysichiton americanus,FR,2022-05-29,Yes
Lysichiton americanus,FR,2022-10-09,Yes
Lysichiton americanus,FR,2024-05-19,Yes
Lysichiton americanus,GB,2017-05-14,Yes
Lysichiton americanus,GB,2017-05-21,Yes
Lysichiton americanus,GB,2021-04-04,Yes
Lysichiton americanus,GB,2021-04-11,Yes
Lysichiton americanus,GR,2017-07-30,Yes
Lysichiton americanus,HR,2018-08-26,Yes
Lysichiton americanus,HR,2020-01-19,Yes
Lysichiton americanus,HU,2018-10-07,Yes
Lysichiton americanus,HU,2020-07-19,Yes
Lysichiton americanus,HU,2024-01-14,Yes
Lysichiton americanus,IE,2019-12-15,Yes
Lysichiton americanus,IT,2024-09-22,Yes
Lysichiton americanus,LT,2024-07-14,Yes
Lysichiton americanus,LU,2020-12-20,Yes
Lysichiton americanus,MT,2022-05-29,Yes
Lysichiton americanus,MT,2022-07-31,Yes
Lysichiton americanus,MT,2023-12-31,Yes
Lysichiton americanus,PL,2021-06-06,Yes
Lysichiton americanus,PL,2023-04-30,Yes
Lysichiton americanus,PL,2024-03-31,Yes
Lysichiton americanus,PL,2024-07-28,Yes
Lysichiton americanus,PT,2019-09-08,Yes
Lysichiton americanus,PT,2022-04-03,Yes
Lysichiton americanus,RO,2017-09-10,Yes
Lysichiton americanus,RO,2021-04-25,Yes
Lysichiton americanus,SE,2017-04-23,Yes
Lysichiton americanus,SE,2020-05-17,Yes
Lysichiton americanus,SE,2020-07-19,Yes
Lysichiton americanus,SE,2024-05-19,Yes
Lysichiton americanus,SI,2020-02-02,Yes
Lysichiton americanus,SI,2022-09-18,Yes
Lysichiton americanus,SI,2024-02-11,Yes
Lysichiton americanus,SI,2024-08-11,Yes
Lysichiton americanus,SK,2023-10-01,Yes
Microstegium vimineum,BE,2016-04-03,Yes
Microstegium vimineum,BE,2021-12-26,Yes
Microstegium vimineum,BG,2017-02-19,Yes
Microstegium vimineum,CZ,2020-06-14,Yes
Microstegium vimineum,DE,2018-06-03,Yes
Microstegium vimineum,DK,2021-07-11,Yes
Microstegium vimineum,EE,2016-04-10,Yes
Microstegium vimineum,FI,2019-09-29,Yes
Microstegium vimineum,FI,2020-02-09,Yes
Microstegium vimineum,FI,2020-03-01,Yes
Microstegium vimineum,FI,2022-06-12,Yes
Microstegium vimineum,FR,2017-10-22,Yes
Microstegium vimineum,GB,2016-07-17,Yes
Microstegium vimineum,GR,2017-05-14,Yes
Microstegium vimineum,GR,2018-05-27,Yes
Microstegium vimineum,HR,2023-09-10,Yes
Microstegium vimineum,HU,2017-12-17,Yes
Microstegium vimineum,HU,2021-01-31,Yes
Microstegium vimineum,IE,2021-01-31,Yes
Microstegium vimineum,IE,2024-06-16,Yes
Microstegium vimineum,LT,2019-07-28,Yes
Microstegium vimineum,LT,2019-09-01,Yes
Microstegium vimineum,LT,2024-01-07,Yes
Microstegium vimineum,LU,2016-05-29,Yes
Microstegium vimineum,LU,2020-11-22,Yes
Microstegium vimineum,LU,2021-08-29,Yes
Microstegium vimineum,MT,2016-09-11,Yes
Microstegium vimineum,MT,2017-06-18,Yes
Microstegium vimineum,NL,2018-09-30,Yes
Microstegium vimineum,PL,2017-06-18,Yes
Microstegium vimineum,RO,2022-08-14,Yes
Microstegium vimineum,SE,2019-01-06,Yes
Microstegium vimineum,SE,2020-10-04,Yes
Microstegium vimineum,SE,2023-05-28,Yes
Microstegium vimineum,SI,2016-06-26,Yes
Microstegium vimineum,SI,2022-03-27,Yes
Microstegium vimineum,SK,2022-12-04,Yes
Morone americana,AT,2018-04-08,Yes
Morone americana,AT,2022-07-31,Yes
Morone americana,BE,2018-04-22,Yes
Morone americana,BG,2016-12-11,Yes
Morone americana,CY,2018-08-19,Yes
Morone americana,CY,2023-01-15,Yes
Morone americana,CZ,2020-07-19,Yes
Morone americana,DE,2017-03-12,Yes
Morone americana,EE,2016-08-07,Yes
Morone americana,EE,2021-02-21,Yes
Morone americana,EE,2023-04-09,Yes
Morone americana,FI,2020-09-20,Yes
Morone americana,FI,2022-11-06,Yes
Morone americana,GB,2023-04-30,Yes
Morone americana,HR,2020-05-03,Yes
Morone americana,HR,2022-12-25,Yes
Morone americana,HU,2016-08-21,Yes
Morone americana,IE,2023-03-12,Yes
Morone americana,IT,2018-03-18,Yes
Morone americana,LT,2024-01-21,Yes
Morone americana,LU,2022-06-19,Yes
Morone americana,LU,2024-09-01,Yes
Morone americana,LV,2022-12-18,Yes
Morone americana,MT,2019-10-06,Yes
Morone americana,NL,2019-09-15,Yes
Morone americana,NL,2020-08-30,Yes
Morone americana,NL,2022-12-18,Yes
Morone americana,PL,2016-06-05,Yes
Morone americana,PT,2020-12-27,Yes
Morone americana,PT,2024-09-08,Yes
Morone americana,RO,2016-03-06,Yes
Morone americana,RO,2016-11-13,Yes
Morone americana,RO,2020-11-15,Yes
Morone americana,RO,2023-08-20,Yes
Morone americana,SE,2020-05-24,Yes
Morone americana,SI,2023-07-09,Yes
Morone americana,SI,2024-08-04,Yes
Morone americana,SK,2016-03-27,Yes
Morone americana,SK,2017-07-30,Yes
Muntiacus reevesi,AT,2019-05-05,Yes
Muntiacus reevesi,AT,2022-08-07,Yes
Muntiacus reevesi,BE,2017-10-22,Yes
Muntiacus reevesi,BE,2018-12-09,Yes
Muntiacus reevesi,BE,2020-03-08,Yes
Muntiacus reevesi,BE,2023-03-12,Yes
Muntiacus reevesi,BG,2020-10-04,Yes
Muntiacus reevesi,BG,2022-05-08,Yes
Muntiacus reevesi,BG,2023-12-17,Yes
Muntiacus reevesi,CY,2021-03-21,Yes
Muntiacus reevesi,CY,2021-04-04,Yes
Muntiacus reevesi,CZ,2018-09-16,Yes
Muntiacus reevesi,DE,2016-08-21,Yes
Muntiacus reevesi,DE,2019-12-01,Yes
Muntiacus reevesi,DE,2021-10-17,Yes
Muntiacus reevesi,DE,2023-02-12,Yes
Muntiacus reevesi,DK,2024-09-29,Yes
Muntiacus reevesi,FI,2023-05-07,Yes
Muntiacus reevesi,FR,2018-08-26,Yes
Muntiacus reevesi,FR,2018-09-02,Yes
Muntiacus reevesi,FR,2018-09-16,Yes
Muntiacus reevesi,FR,2021-06-20,Yes
Muntiacus reevesi,GB,2016-11-20,Yes
Muntiacus reevesi,GB,2016-12-04,Yes
Muntiacus reevesi,GB,2016-12-25,Yes
Muntiacus reevesi,GB,2019-07-28,Yes
Muntiacus reevesi,GR,2020-01-19,Yes
Muntiacus reevesi,GR,2021-03-14,Yes
Muntiacus reevesi,HR,2016-02-14,Yes
Muntiacus reevesi,HR,2017-01-15,Yes
Muntiacus reevesi,IE,2017-06-18,Yes
Muntiacus reevesi,IE,2017-12-10,Yes
Muntiacus reevesi,IE,2018-09-16,Yes
Muntiacus reevesi,IE,2024-08-25,Yes
Muntiacus reevesi,IT,2018-09-09,Yes
Muntiacus reevesi,IT,2024-04-07,Yes
Muntiacus reevesi,IT,2024-12-15,Yes
Muntiacus reevesi,LT,2022-01-09,Yes
Muntiacus reevesi,LT,2022-10-16,Yes
Muntiacus reevesi,LU,2016-07-24,Yes
Muntiacus reevesi,LV,2018-12-23,Yes
Muntiacus reevesi,MT,2024-09-08,Yes
Muntiacus reevesi,NL,2022-02-20,Yes
Muntiacus reevesi,NL,2023-01-01,Yes
Muntiacus reevesi,NL,2023-01-08,Yes
Muntiacus reevesi,NL,2023-06-25,Yes
Muntiacus reevesi,PL,2018-06-17,Yes
Muntiacus reevesi,PL,2023-01-08,Yes
Muntiacus reevesi,PT,2016-03-13,Yes
Muntiacus reevesi,RO,2021-05-23,Yes
Muntiacus reevesi,RO,2022-05-29,Yes
Muntiacus reevesi,RO,2023-06-11,Yes
Muntiacus reevesi,SE,2016-03-27,Yes
Muntiacus reevesi,SE,2023-01-15,Yes
Muntiacus reevesi,SI,2016-07-17,Yes
Muntiacus reevesi,SK,2019-04-07,Yes
Myocastor coypus,AT,2017-08-13,Yes
Myocastor coypus,AT,2017-12-03,Yes
Myocastor coypus,AT,2018-05-06,Yes
Myocastor coypus,AT,2019-12-29,Yes
Myocastor coypus,BE,2018-04-08,Yes
Myocastor coypus,BE,2020-01-26,Yes
Myocastor coypus,BE,2020-11-01,Yes
Myocastor coypus,BE,2021-01-17,Yes
Myocastor coypus,BG,2021-08-22,Yes
Myocastor coypus,BG,2022-01-30,Yes
Myocastor coypus,BG,2022-02-06,Yes
Myocastor coypus,BG,2024-05-19,Yes
Myocastor coypus,CY,2016-12-25,Yes
Myocastor coypus,CZ,2018-05-27,Yes
Myocastor coypus,CZ,2019-12-29,Yes
Myocastor coypus,CZ,2020-12-27,Yes
Myocastor coypus,CZ,2021-12-26,Yes
Myocastor coypus,DE,2019-12-29,Yes
Myocastor coypus,DE,2020-12-27,Yes
Myocastor coypus,DE,2021-02-21,Yes
Myocastor coypus,DE,2021-12-26,Yes
Myocastor coypus,DK,2017-08-20,Yes
Myocastor coypus,DK,2018-03-04,Yes
Myocastor coypus,DK,2020-08-30,Yes
Myocastor coypus,DK,2022-01-30,Yes
Myocastor coypus,EE,2019-09-01,Yes
Myocastor coypus,EE,2020-04-26,Yes
Myocastor coypus,EE,2020-10-25,Yes
Myocastor coypus,EE,2023-02-12,Yes
Myocastor coypus,ES,2016-11-27,Yes
Myocastor coypus,ES,2016-12-18,Yes
Myocastor coypus,ES,2023-01-22,Yes
Myocastor coypus,ES,2024-06-09,Yes
Myocastor coypus,FI,2016-03-27,Yes
Myocastor coypus,FI,2016-04-03,Yes
Myocastor coypus,FI,2016-07-31,Yes
Myocastor coypus,FI,2019-05-26,Yes
Myocastor coypus,FR,2018-12-30,Yes
Myocastor coypus,FR,2019-12-29,Yes
Myocastor coypus,FR,2020-12-27,Yes
Myocastor coypus,FR,2021-12-26,Yes
Myocastor coypus,GB,2016-03-06,Yes
Myocastor coypus,GB,2019-01-13,Yes
Myocastor coypus,GB,2020-05-24,Yes
Myocastor coypus,GB,2022-01-23,Yes
Myocastor coypus,GR,2017-10-22,Yes
Myocastor coypus,GR,2022-05-22,Yes
Myocastor coypus,GR,2023-01-15,Yes
Myocastor coypus,GR,2024-05-05,Yes
Myocastor coypus,HR,2020-12-06,Yes
Myocastor coypus,HR,2020-12-13,Yes
Myocastor coypus,HR,2021-11-21,Yes
Myocastor coypus,HR,2024-11-24,Yes
Myocastor coypus,HU,2016-11-20,Yes
Myocastor coypus,HU,2022-02-13,Yes
Myocastor coypus,HU,2022-09-18,Yes
Myocastor coypus,HU,2024-07-14,Yes
Myocastor coypus,IE,2017-05-14,Yes
Myocastor coypus,IE,2019-03-17,Yes
Myocastor coypus,IE,2019-03-24,Yes
Myocastor coypus,IE,2019-04-21,Yes
Myocastor coypus,IT,2018-12-30,Yes
Myocastor coypus,IT,2021-09-05,Yes
Myocastor coypus,IT,2021-09-12,Yes
Myocastor coypus,IT,2023-08-20,Yes
Myocastor coypus,LT,2018-12-02,Yes
Myocastor coypus,LT,2020-01-26,Yes
Myocastor coypus,LT,2020-09-06,Yes
Myocastor coypus,LT,2021-05-16,Yes
Myocastor coypus,LU,2017-03-12,Yes
Myocastor coypus,LU,2017-05-21,Yes
Myocastor coypus,LU,2017-10-01,Yes
Myocastor coypus,LU,2022-01-16,Yes
Myocastor coypus,LV,2019-11-17,Yes
Myocastor coypus,LV,2022-05-22,Yes
Myocastor coypus,LV,2023-05-07,Yes
Myocastor coypus,LV,2024-01-28,Yes
Myocastor coypus,MT,2017-01-29,Yes
Myocastor coypus,MT,2019-11-17,Yes
Myocastor coypus,MT,2022-08-28,Yes
Myocastor coypus,MT,2024-07-21,Yes
Myocastor coypus,NL,2018-01-21,Yes
Myocastor coypus,NL,2018-05-06,Yes
Myocastor coypus,NL,2020-02-02,Yes
Myocastor coypus,NL,2024-08-18,Yes
Myocastor coypus,PL,2018-02-11,Yes
Myocastor coypus,PL,2018-03-04,Yes
Myocastor coypus,PL,2019-01-06,Yes
Myocastor coypus,PL,2020-12-27,Yes
Myocastor coypus,PT,2016-05-29,Yes
Myocastor coypus,PT,2022-09-18,Yes
Myocastor coypus,PT,2024-01-28,Yes
Myocastor coypus,PT,2024-02-04,Yes
Myocastor coypus,RO,2017-05-21,Yes
Myocastor coypus,RO,2019-10-27,Yes
Myocastor coypus,RO,2020-12-27,Yes
Myocastor coypus,RO,2023-12-17,Yes
Myocastor coypus,SE,2019-12-22,Yes
Myocastor coypus,SE,2020-04-05,Yes
Myocastor coypus,SE,2021-08-15,Yes
Myocastor coypus,SE,2023-12-10,Yes
Myocastor coypus,SI,2023-05-21,Yes
Myocastor coypus,SI,2023-05-28,Yes
Myocastor coypus,SI,2023-07-23,Yes
Myocastor coypus,SI,2023-07-30,Yes
Myocastor coypus,SK,2016-11-20,Yes
Myocastor coypus,SK,2019-12-29,Yes
Myocastor coypus,SK,2020-12-27,Yes
Myocastor coypus,SK,2024-03-24,Yes
Myriophyllum aquaticum,AT,2017-03-26,Yes
Myriophyllum aquaticum,AT,2018-02-18,Yes
Myriophyllum aquaticum,AT,2023-10-22,Yes
Myriophyllum aquaticum,AT,2024-05-12,Yes
Myriophyllum aquaticum,BG,2024-09-22,Yes
Myriophyllum aquaticum,CZ,2021-09-19,Yes
Myriophyllum aquaticum,CZ,2022-01-09,Yes
Myriophyllum aquaticum,CZ,2023-10-15,Yes
Myriophyllum aquaticum,CZ,2024-09-29,Yes
Myriophyllum aquaticum,DE,2016-01-31,Yes
Myriophyllum aquaticum,DE,2019-02-24,Yes
Myriophyllum aquaticum,DE,2020-08-09,Yes
Myriophyllum aquaticum,DE,2021-09-05,Yes
Myriophyllum aquaticum,DK,2017-01-08,Yes
Myriophyllum aquaticum,DK,2019-08-04,Yes
Myriophyllum aquaticum,DK,2021-01-03,Yes
Myriophyllum aquaticum,EE,2019-08-04,Yes
Myriophyllum aquaticum,ES,2020-12-20,Yes
Myriophyllum aquaticum,ES,2021-10-10,Yes
Myriophyllum aquaticum,FI,2019-05-12,Yes
Myriophyllum aquaticum,FI,2023-08-20,Yes
Myriophyllum aquaticum,FR,2017-04-16,Yes
Myriophyllum aquaticum,FR,2018-08-12,Yes
Myriophyllum aquaticum,FR,2019-03-24,Yes
Myriophyllum aquaticum,FR,2021-04-11,Yes
Myriophyllum aquaticum,GB,2017-05-21,Yes
Myriophyllum aquaticum,GB,2019-05-12,Yes
Myriophyllum aquaticum,GB,2022-05-22,Yes
Myriophyllum aquaticum,GB,2023-01-08,Yes
Myriophyllum aquaticum,HR,2016-06-05,Yes
Myriophyllum aquaticum,HR,2023-02-05,Yes
Myriophyllum aquaticum,HU,2017-10-15,Yes
Myriophyllum aquaticum,HU,2017-12-17,Yes
Myriophyllum aquaticum,HU,2019-06-09,Yes
Myriophyllum aquaticum,IT,2018-12-23,Yes
Myriophyllum aquaticum,IT,2021-05-30,Yes
Myriophyllum aquaticum,IT,2021-07-25,Yes
Myriophyllum aquaticum,IT,2022-03-27,Yes
Myriophyllum aquaticum,LT,2018-01-14,Yes
Myriophyllum aquaticum,LU,2019-12-15,Yes
Myriophyllum aquaticum,LU,2022-01-02,Yes
Myriophyllum aquaticum,LV,2017-02-26,Yes
Myriophyllum aquaticum,LV,2018-11-25,Yes
Myriophyllum aquaticum,LV,2019-10-20,Yes
Myriophyllum aquaticum,MT,2017-04-23,Yes
Myriophyllum aquaticum,MT,2023-04-09,Yes
Myriophyllum aquaticum,NL,2016-07-24,Yes
Myriophyllum aquaticum,NL,2018-09-30,Yes
Myriophyllum aquaticum,NL,2018-12-23,Yes
Myriophyllum aquaticum,PL,2020-08-30,Yes
Myriophyllum aquaticum,PL,2021-11-21,Yes
Myriophyllum aquaticum,PT,2021-12-26,Yes
Myriophyllum aquaticum,RO,2022-02-06,Yes
Myriophyllum aquaticum,RO,2024-01-14,Yes
Myriophyllum aquaticum,SE,2015-12-27,Yes
Myriophyllum aquaticum,SI,2024-04-21,Yes
Myriophyllum aquaticum,SK,2017-07-23,Yes
Myriophyllum aquaticum,SK,2023-07-09,Yes
Myriophyllum heterophyllum,AT,2016-09-18,Yes
Myriophyllum heterophyllum,BE,2018-10-28,Yes
Myriophyllum heterophyllum,BG,2018-04-15,Yes
Myriophyllum heterophyllum,BG,2023-07-09,Yes
Myriophyllum heterophyllum,CY,2021-05-02,Yes
Myriophyllum heterophyllum,CZ,2017-10-15,Yes
Myriophyllum heterophyllum,CZ,2017-10-22,Yes
Myriophyllum heterophyllum,DE,2016-12-25,Yes
Myriophyllum heterophyllum,DK,2016-11-20,Yes
Myriophyllum heterophyllum,EE,2017-05-07,Yes
Myriophyllum heterophyllum,ES,2016-06-26,Yes
Myriophyllum heterophyllum,FI,2017-06-04,Yes
Myriophyllum heterophyllum,FI,2019-06-16,Yes
Myriophyllum heterophyllum,FR,2020-11-22,Yes
Myriophyllum heterophyllum,GB,2018-01-07,Yes
Myriophyllum heterophyllum,GB,2020-12-13,Yes
Myriophyllum heterophyllum,GB,2023-08-06,Yes
Myriophyllum heterophyllum,GR,2019-02-03,Yes
Myriophyllum heterophyllum,HR,2017-01-08,Yes
Myriophyllum heterophyllum,IT,2017-12-17,Yes
Myriophyllum heterophyllum,IT,2018-05-06,Yes
Myriophyllum heterophyllum,IT,2020-11-29,Yes
Myriophyllum heterophyllum,LT,2019-08-04,Yes
Myriophyllum heterophyllum,LT,2020-08-23,Yes
Myriophyllum heterophyllum,LT,2022-10-30,Yes
Myriophyllum heterophyllum,LT,2023-10-29,Yes
Myriophyllum heterophyllum,LU,2022-06-12,Yes
Myriophyllum heterophyllum,LV,2023-12-10,Yes
Myriophyllum heterophyllum,MT,2018-06-10,Yes
Myriophyllum heterophyllum,MT,2023-10-08,Yes
Myriophyllum heterophyllum,NL,2016-01-03,Yes
Myriophyllum heterophyllum,NL,2016-04-03,Yes
Myriophyllum heterophyllum,NL,2016-07-03,Yes
Myriophyllum heterophyllum,PT,2016-04-03,Yes
Myriophyllum heterophyllum,PT,2021-05-23,Yes
Myriophyllum heterophyllum,RO,2016-01-17,Yes
Myriophyllum heterophyllum,RO,2016-03-27,Yes
Myriophyllum heterophyllum,RO,2019-07-14,Yes
Myriophyllum heterophyllum,RO,2023-10-29,Yes
Myriophyllum heterophyllum,SE,2018-07-29,Yes
Myriophyllum heterophyllum,SI,2016-08-07,Yes
Myriophyllum heterophyllum,SI,2023-06-25,Yes
Myriophyllum heterophyllum,SI,2024-04-21,Yes
Myriophyllum heterophyllum,SK,2016-09-04,Yes
Nasua nasua,AT,2016-07-10,Yes
Nasua nasua,AT,2019-12-29,Yes
Nasua nasua,AT,2020-07-26,Yes
Nasua nasua,AT,2021-12-26,Yes
Nasua nasua,BE,2016-09-18,Yes
Nasua nasua,BE,2020-09-27,Yes
Nasua nasua,BE,2020-10-11,Yes
Nasua nasua,BE,2021-06-13,Yes
Nasua nasua,BG,2016-03-13,Yes
Nasua nasua,BG,2016-08-14,Yes
Nasua nasua,CY,2021-01-17,Yes
Nasua nasua,CY,2023-04-23,Yes
Nasua nasua,CZ,2017-05-21,Yes
Nasua nasua,CZ,2021-08-29,Yes
Nasua nasua,CZ,2023-04-16,Yes
Nasua nasua,CZ,2024-03-31,Yes
Nasua nasua,DE,2016-07-10,Yes
Nasua nasua,DE,2018-12-30,Yes
Nasua nasua,DE,2021-12-26,Yes
Nasua nasua,DE,2023-12-10,Yes
Nasua nasua,DK,2023-02-19,Yes
Nasua nasua,DK,2024-07-14,Yes
Nasua nasua,DK,2024-10-27,Yes
Nasua nasua,ES,2016-11-06,Yes
Nasua nasua,ES,2016-11-13,Yes
Nasua nasua,ES,2019-05-05,Yes
Nasua nasua,ES,2023-10-01,Yes
Nasua nasua,FI,2018-02-04,Yes
Nasua nasua,FI,2018-07-29,Yes
Nasua nasua,FI,2022-01-02,Yes
Nasua nasua,FI,2022-01-30,Yes
Nasua nasua,FR,2016-12-11,Yes
Nasua nasua,FR,2016-12-18,Yes
Nasua nasua,FR,2021-12-05,Yes
Nasua nasua,FR,2022-11-27,Yes
Nasua nasua,GB,2018-02-18,Yes
Nasua nasua,GB,2018-07-15,Yes
Nasua nasua,GB,2022-07-03,Yes
Nasua nasua,GB,2022-11-27,Yes
Nasua nasua,HU,2023-12-10,Yes
Nasua nasua,IE,2018-11-11,Yes
Nasua nasua,IE,2024-12-08,Yes
Nasua nasua,IT,2024-06-02,Yes
Nasua nasua,IT,2024-06-09,Yes
Nasua nasua,IT,2024-06-16,Yes
Nasua nasua,IT,2024-06-23,Yes
Nasua nasua,LT,2020-03-29,Yes
Nasua nasua,LT,2021-02-28,Yes
Nasua nasua,LT,2021-06-06,Yes
Nasua nasua,LU,2016-07-10,Yes
Nasua nasua,LV,2023-12-24,Yes
Nasua nasua,MT,2019-05-12,Yes
Nasua nasua,MT,2023-04-09,Yes
Nasua nasua,NL,2017-06-25,Yes
Nasua nasua,NL,2019-12-29,Yes
Nasua nasua,NL,2021-12-19,Yes
Nasua nasua,NL,2022-07-03,Yes
Nasua nasua,PL,2016-07-31,Yes
Nasua nasua,PL,2019-12-22,Yes
Nasua nasua,PL,2019-12-29,Yes
Nasua nasua,PL,2024-01-07,Yes
Nasua nasua,PT,2016-01-03,Yes
Nasua nasua,PT,2016-11-27,Yes
